날짜,year,month,day,종가,대비,등락률,거래량,거래대금,시가총액,외국인 보유수량,외국인 지분율,토론방,순매수_기관,순매수_기타법인,순매수_개인,순매수_외국인,검색어,보도량,기사감성점수,뉴스심리지수,비트코인종가,비트코인거래량,비트코인변동,코스피종가,코스피대비,코스피등락률,코스피거래량,코스피거래대금,코스피시가총액,한은금리,원/미국달러,원/위안,원/일본엔(100엔),원/유로,경제심리지수(원계열),경제심리지수(순환변동치),산업생산지수,물가상승률,소비자신뢰지수,소비자심리지수,경제활동참가율(%),실업률(%),고용률(%),day1_label,3일 등락률,day3_label,5일 등락률,day5_label
2021-09-16,2021,9,16,104000.0,-3500.0,-3.26,3602821.0,377545296500.0,75712245960000.0,340966475.0,46.84,245,-37166431000.0,1379352500.0,127691976000.0,-91904897500.0,4.95774,36.0,-0.1944444444444444,107.02,47748.0,60910.0,-0.8,3130.09,-23.31,-0.74,612873.0,12259518.0,2267220040.0,0.75,1171.7,181.93,1071.66,1384.77,104.5,106.6,114.6,103.17,103.8,103.8,63.0,2.7,61.3,sell,-2.35,maintain,0.97,maintain
2021-09-17,2021,9,17,107000.0,3000.0,2.88,3386517.0,359100724676.0,77896253055000.0,340078101.0,46.71,121,-1934120500.0,-1764794000.0,-130653538000.0,134352452500.0,4.14406,27.0,0.2222222222222222,107.11,47282.8,50160.0,-0.97,3140.51,10.42,0.33,589244.0,14937658.0,2284484861.0,0.75,1169.1,181.9,1065.58,1375.56,104.5,106.6,114.6,103.17,103.8,103.8,63.0,2.7,61.3,maintain,-0.47,maintain,1.9,maintain
2021-09-23,2021,9,23,105500.0,-1500.0,-1.4,2493313.0,264307905000.0,76804249507500.0,341357148.0,46.89,110,3133843000.0,137678500.0,7283539500.0,-10555061000.0,4.07605,26.0,-0.1923076923076923,102.42,44869.2,74540.0,3.03,3127.58,-12.93,-0.41,623841.0,14009138.0,2275325270.0,0.75,1177.6,182.5,1072.64,1377.09,104.5,106.6,114.6,103.17,103.8,103.8,63.0,2.7,61.3,maintain,-1.86,maintain,-0.94,maintain
2021-09-24,2021,9,24,104000.0,-1500.0,-1.42,2236954.0,234364730900.0,75712245960000.0,341205763.0,46.87,125,-8065864000.0,6926000.0,41796330000.0,-33737392000.0,3.84373,46.0,0.1304347826086956,101.28,42819.9,128880.0,-4.57,3125.24,-2.34,-0.07,753222.0,12558236.0,2273591460.0,0.75,1181.7,182.19,1071.45,1387.55,104.5,106.6,114.6,103.17,103.8,103.8,63.0,2.7,61.3,maintain,0.0,maintain,-3.26,maintain
2021-09-27,2021,9,27,104500.0,500.0,0.48,1839358.0,192456989015.0,76076247142500.0,341953857.0,46.97,79,-7417807500.0,-179337500.0,-24798467500.0,32395612500.0,4.16489,39.0,0.3076923076923077,100.32,42172.6,54120.0,-2.39,3133.64,8.4,0.27,883229.0,12266967.0,2279894818.0,0.75,1175.3,181.89,1060.79,1377.45,104.5,106.6,114.6,103.17,103.8,103.8,63.0,2.7,61.3,maintain,-2.34,maintain,-2.79,maintain
2021-09-28,2021,9,28,103500.0,-1000.0,-0.96,2951945.0,306328082384.0,75348244777500.0,342221345.0,47.01,115,-38741301500.0,332213000.0,40349552000.0,-1940463500.0,4.12438,58.0,0.1551724137931034,101.14,41022.3,60010.0,-2.73,3097.92,-35.72,-1.14,894913.0,14658731.0,2254315886.0,0.75,1175.9,182.07,1059.37,1375.16,104.5,106.6,114.6,103.17,103.8,103.8,63.0,2.7,61.3,maintain,-1.9,maintain,-0.48,maintain
2021-09-29,2021,9,29,100000.0,-3500.0,-3.38,6353977.0,637439976900.0,72800236500000.0,342184517.0,47.0,416,-66532500500.0,-1487190800.0,158681799100.0,-90662107800.0,5.37939,66.0,-0.4242424242424242,102.18,41536.8,48210.0,1.25,3060.27,-37.65,-1.22,821558.0,15137008.0,2226722697.0,0.75,1182.0,183.03,1059.38,1381.23,104.5,106.6,114.6,103.17,103.8,103.8,63.0,2.7,61.3,sell,-3.85,maintain,-6.54,sell
2021-09-30,2021,9,30,103000.0,3000.0,3.0,3910557.0,398749751000.0,74984243595000.0,341975906.0,46.97,149,-13353588000.0,64601000.0,-101857506300.0,115146493300.0,4.8733,40.0,0.1,101.99,43823.3,64320.0,5.5,3068.82,8.55,0.28,885819.0,14942854.0,2231957338.0,0.75,1184.9,183.03,1058.18,1374.31,104.5,106.6,114.6,103.17,103.8,103.8,63.0,2.7,61.3,buy,-1.44,maintain,-2.37,maintain
2021-10-01,2021,10,1,100000.0,-3000.0,-2.91,2681124.0,270093983500.0,72800236500000.0,343083616.0,47.13,156,-20138760000.0,670481500.0,43320154000.0,-23851875500.0,4.19794,35.0,-0.3142857142857143,101.69,48146.0,94660.0,9.86,3019.18,-49.64,-1.62,855482.0,12944006.0,2195489102.0,0.75,1185.2,183.08,1064.06,1372.28,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,-3.38,maintain,-3.85,maintain
2021-10-05,2021,10,5,97900.0,-2100.0,-2.1,3244145.0,317776292500.0,71271431533500.0,342873185.0,47.1,269,6851395000.0,1031726800.0,43890384300.0,-51773506100.0,5.23821,56.0,-0.6071428571428571,97.39,51469.3,76630.0,4.55,2962.17,-57.01,-1.89,840557.0,15315537.0,2153672546.0,0.75,1187.2,183.91,1069.98,1379.23,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,-2.1,maintain,-6.32,sell
2021-10-06,2021,10,6,96500.0,-1400.0,-1.43,2816951.0,272987613500.0,70252228222500.0,341641769.0,46.93,291,-14343020500.0,649145700.0,-10613422800.0,24307297600.0,5.02251,52.0,-0.4423076923076923,94.5,55323.2,116260.0,7.49,2908.31,-53.86,-1.82,901722.0,15668592.0,2114932681.0,0.75,1187.1,183.99,1064.81,1376.74,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,-6.31,sell,-6.76,sell
2021-10-07,2021,10,7,95700.0,-800.0,-0.83,3834957.0,367445240600.0,69669826330500.0,341923526.0,46.97,528,2785559900.0,2400321300.0,47859577600.0,-53045458800.0,5.09798,38.0,-0.0526315789473684,93.22,53783.9,75680.0,-2.78,2959.46,51.15,1.76,595382.0,11906737.0,2151410767.0,0.75,1190.0,184.36,1067.98,1374.93,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,-4.3,maintain,-4.3,maintain
2021-10-08,2021,10,8,94000.0,-1700.0,-1.78,4098832.0,386100145500.0,68432222310000.0,341318959.0,46.88,702,-56311611400.0,16319175700.0,41697338700.0,-1704903000.0,5.31023,42.0,-0.3571428571428571,94.22,53914.7,64050.0,0.24,2956.3,-3.16,-0.11,668947.0,12634091.0,2150115811.0,0.75,1190.3,184.38,1066.05,1375.45,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,-3.98,maintain,-8.74,sell
2021-10-12,2021,10,12,91500.0,-2500.0,-2.66,4728215.0,434375175502.0,66612216397500.0,341328062.0,46.89,540,-29569789600.0,3522812100.0,7127830500.0,18919147000.0,6.28764,86.0,-0.0697674418604651,94.49,56015.9,74850.0,-2.54,2916.38,-39.92,-1.35,660181.0,12767650.0,2120560982.0,0.75,1193.4,185.0,1052.38,1378.2,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,-5.18,sell,-8.5,sell
2021-10-13,2021,10,13,92000.0,500.0,0.55,3045438.0,281114919200.0,66976217580000.0,341962561.0,46.97,274,11609978400.0,-2912488300.0,-3725685100.0,-4971805000.0,5.3194,55.0,0.1636363636363636,96.36,57380.1,73620.0,2.44,2944.41,28.03,0.96,752132.0,12294514.0,2141374217.0,0.75,1199.1,185.74,1055.82,1382.86,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,-3.87,maintain,-6.03,sell
2021-10-14,2021,10,14,93800.0,1800.0,1.96,2414639.0,225994882500.0,68286621837000.0,341927899.0,46.97,164,13209100900.0,-9814595100.0,-8986042800.0,5591537000.0,4.72753,50.0,0.24,98.32,57345.8,59840.0,-0.06,2988.64,44.23,1.5,617170.0,12064564.0,2172764571.0,0.75,1195.0,185.12,1055.14,1385.96,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,-0.21,maintain,-2.8,maintain
2021-10-15,2021,10,15,98400.0,4600.0,4.9,4229748.0,410989595150.0,71635432716000.0,341814645.0,46.95,264,23093278200.0,-4828218500.0,-101549198100.0,83284138400.0,4.88534,60.0,0.3333333333333333,97.86,61672.5,121480.0,7.54,3015.06,26.42,0.88,857798.0,12540973.0,2192125725.0,0.75,1188.3,184.65,1044.71,1378.19,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,buy,7.54,buy,2.82,maintain
2021-10-18,2021,10,18,97100.0,-1300.0,-1.32,2111399.0,205541402600.0,70689029641500.0,342648317.0,47.07,146,-27360533900.0,2919001900.0,13770322300.0,10671209700.0,3.9192,51.0,0.0196078431372549,101.58,62056.3,80150.0,0.86,3006.68,-8.38,-0.28,926369.0,10649949.0,2186010002.0,0.75,1182.8,183.79,1034.59,1371.99,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,5.54,buy,3.3,maintain
2021-10-19,2021,10,19,97700.0,600.0,0.62,1400175.0,136864553900.0,71125831060500.0,342720502.0,47.08,94,2301149300.0,-23271300.0,-8105169900.0,5827291900.0,3.80629,32.0,0.34375,104.27,64278.5,80160.0,3.58,3029.04,22.36,0.74,845704.0,10112026.0,2202301797.0,0.75,1185.8,184.4,1037.4,1376.77,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,4.16,maintain,6.78,buy
2021-10-20,2021,10,20,97900.0,200.0,0.2,2010529.0,197390236450.0,71271431533500.0,342606343.0,47.06,132,-19192711000.0,-549507700.0,-21126848900.0,40869067600.0,3.64065,49.0,0.0612244897959183,107.49,65979.1,79870.0,2.65,3013.13,-15.91,-0.53,680327.0,11178213.0,2191094043.0,0.75,1181.7,184.32,1032.73,1374.97,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,-0.51,maintain,6.41,buy
2021-10-21,2021,10,21,96300.0,-1600.0,-1.63,2152221.0,209285344950.0,70106627749500.0,343029667.0,47.12,238,-3054485800.0,249567900.0,16643610300.0,-13838692400.0,3.66185,44.0,0.0,107.7,62210.2,105380.0,-5.71,3007.33,-5.8,-0.19,887370.0,10572398.0,2185679891.0,0.75,1175.6,183.82,1027.85,1369.87,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,-0.82,maintain,2.67,maintain
2021-10-22,2021,10,22,98500.0,2200.0,2.28,1962833.0,192029886100.0,71708232952500.0,342907600.0,47.1,208,10220397200.0,-2230523700.0,-43237951900.0,35248078400.0,3.70083,28.0,-0.0714285714285714,110.65,60690.3,75690.0,-2.44,3006.16,-1.17,-0.04,695273.0,9047263.0,2184542201.0,0.75,1175.8,184.04,1031.72,1366.75,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,0.82,maintain,0.1,maintain
2021-10-25,2021,10,25,100000.0,1500.0,1.52,2950459.0,296226789100.0,72800236500000.0,342986963.0,47.11,256,26649408200.0,-420152500.0,-55959395100.0,29730139400.0,8.52675,59.0,0.2372881355932203,111.31,63067.0,51060.0,3.62,3020.54,14.38,0.48,791796.0,10489294.0,2194484567.0,0.75,1178.4,184.34,1037.92,1372.07,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,2.15,maintain,2.99,maintain
2021-10-26,2021,10,26,102000.0,2000.0,2.0,3458645.0,354502370500.0,74256241230000.0,343185851.0,47.14,272,31817614000.0,-1773563500.0,-41562100000.0,11518049500.0,6.27312,105.0,0.4857142857142857,112.28,60310.8,57130.0,-4.37,3049.08,28.54,0.94,564560.0,9512682.0,2215757780.0,0.75,1171.8,183.28,1030.38,1360.17,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,5.92,buy,4.4,maintain
2021-10-27,2021,10,27,101500.0,-500.0,-0.49,2859255.0,293196594000.0,73892240047500.0,343050767.0,47.12,156,-8314533500.0,516074000.0,2083540500.0,5714919000.0,4.75638,59.0,0.1016949152542373,112.0,58438.1,88110.0,-3.11,3025.49,-23.59,-0.77,607875.0,10220673.0,2198753266.0,0.75,1166.3,182.66,1021.41,1352.27,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,maintain,3.05,maintain,3.68,maintain
2021-10-28,2021,10,28,106500.0,5000.0,4.93,6329703.0,669797071750.0,77532251872500.0,343109514.0,47.13,385,39114001500.0,-2155630000.0,-146686772000.0,109728400500.0,6.75686,52.0,0.25,112.67,60582.5,88470.0,3.67,3009.55,-15.94,-0.53,617257.0,12367618.0,2188063339.0,0.75,1168.1,183.22,1026.63,1355.05,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,buy,6.5,buy,10.59,buy
2021-10-29,2021,10,29,103000.0,-3500.0,-3.29,4007223.0,419885767028.0,74984243595000.0,344154094.0,47.27,246,4787898000.0,-438108500.0,37479594500.0,-41829384000.0,5.53472,55.0,-0.2363636363636363,113.56,62242.8,63390.0,2.74,2970.68,-38.87,-1.29,545834.0,11035682.0,2159375927.0,0.75,1171.7,183.08,1031.65,1368.78,105.6,106.5,115.6,103.35,106.8,106.8,63.2,2.8,61.4,sell,0.98,maintain,4.57,maintain
2021-11-01,2021,11,1,106500.0,3500.0,3.4,3118661.0,329822915500.0,77532251872500.0,343614541.0,47.2,149,78585729000.0,-247530500.0,-86679119500.0,8340921000.0,4.60487,73.0,0.2602739726027397,113.49,60915.3,61210.0,-0.64,2978.94,8.26,0.28,475382.0,9410799.0,2166070210.0,0.75,1169.6,183.12,1024.84,1352.12,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,buy,4.93,maintain,6.5,buy
2021-11-02,2021,11,2,107500.0,1000.0,0.94,2892292.0,311461835500.0,78260254237500.0,343629481.0,47.2,143,33918003000.0,-2057059500.0,-51128563000.0,19267619500.0,4.66582,32.0,0.53125,113.43,63221.7,65260.0,3.79,3013.49,34.55,1.16,525853.0,9662968.0,2191376531.0,0.75,1176.3,183.78,1031.25,1364.8,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,0.94,maintain,5.39,buy
2021-11-03,2021,11,3,105500.0,-2000.0,-1.86,3116506.0,332050857750.0,76804249507500.0,343786645.0,47.22,107,-23937501000.0,54216500.0,-18647857000.0,42531141500.0,4.01338,41.0,-0.048780487804878,113.49,62918.5,61050.0,-0.48,2975.71,-37.78,-1.25,658648.0,12438268.0,2189540503.0,0.75,1175.5,183.8,1031.28,1361.05,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,2.43,maintain,3.94,maintain
2021-11-04,2021,11,4,106000.0,500.0,0.47,2059242.0,220087063000.0,77168250690000.0,344143204.0,47.27,89,31765417000.0,-1900813000.0,-31888957500.0,2024353500.0,3.74286,38.0,0.2894736842105263,113.66,61412.6,49910.0,-2.39,2983.22,7.51,0.25,772024.0,14658520.0,2195428830.0,0.75,1181.1,184.55,1035.78,1371.61,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,-0.47,maintain,-0.47,maintain
2021-11-05,2021,11,5,107000.0,1000.0,0.94,2523345.0,270381389476.0,77896253055000.0,344095607.0,47.27,95,-1358493000.0,-2404593500.0,-44632005500.0,48395092000.0,3.49678,32.0,-0.34375,110.93,60974.3,44460.0,-0.71,2969.27,-13.95,-0.47,688028.0,12669723.0,2185189386.0,0.75,1180.0,184.4,1036.54,1363.14,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,-0.47,maintain,3.88,maintain
2021-11-08,2021,11,8,107500.0,500.0,0.47,2212348.0,234661886288.0,78260254237500.0,344547589.0,47.33,85,2700896000.0,-2039127500.0,-33222927000.0,32561158500.0,3.71707,41.0,-0.2439024390243902,108.33,67527.9,81080.0,6.72,2960.2,-9.07,-0.31,560205.0,10388089.0,2178020380.0,0.75,1185.2,185.21,1044.83,1370.86,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,1.9,maintain,0.94,maintain
2021-11-09,2021,11,9,109000.0,1500.0,1.4,3440686.0,373692083000.0,79352257785000.0,344800089.0,47.36,114,31806038500.0,-2945282000.0,-85028597000.0,56167840500.0,4.22106,86.0,0.0813953488372093,105.73,66904.4,66130.0,-0.92,2962.46,2.26,0.08,708773.0,9684977.0,2180787959.0,0.75,1184.3,185.15,1045.79,1372.31,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,2.83,maintain,1.4,maintain
2021-11-10,2021,11,10,108500.0,-500.0,-0.46,2361295.0,256342441500.0,78988256602500.0,345694443.0,47.49,95,4397871000.0,-845837500.0,-47997888500.0,44445855000.0,4.14272,59.0,0.1186440677966101,104.75,64932.6,96210.0,-2.95,2930.17,-32.29,-1.09,570932.0,9663221.0,2157022730.0,0.75,1178.4,184.36,1043.52,1366.12,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,1.4,maintain,2.84,maintain
2021-11-11,2021,11,11,107500.0,-1000.0,-0.92,2731498.0,292597172000.0,78260254237500.0,346111062.0,47.54,98,3704027000.0,-484447500.0,-15653307000.0,12433727500.0,3.78011,32.0,0.0625,104.43,64806.7,50370.0,-0.19,2924.92,-5.25,-0.18,572859.0,13468396.0,2153082343.0,0.75,1181.0,184.81,1037.01,1355.73,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,0.0,maintain,1.42,maintain
2021-11-12,2021,11,12,106500.0,-1000.0,-0.93,1786165.0,191349195500.0,77532251872500.0,346203201.0,47.56,152,13910017000.0,-190472000.0,10960672000.0,-24680217000.0,4.27321,28.0,0.75,104.88,64134.5,63270.0,-1.04,2968.8,43.88,1.5,665733.0,12472956.0,2185439468.0,0.75,1184.7,185.15,1038.8,1356.19,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,-2.29,maintain,-0.47,maintain
2021-11-15,2021,11,15,111000.0,4500.0,4.23,4701568.0,520375013000.0,80808262515000.0,345974146.0,47.52,242,68928796500.0,-3010459500.0,-232842160000.0,166923823000.0,5.46766,40.0,0.5,107.11,63597.9,53530.0,-2.92,2999.52,30.72,1.03,639396.0,11402053.0,2207950545.0,0.75,1179.6,184.48,1034.78,1349.88,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,buy,2.3,maintain,3.26,maintain
2021-11-16,2021,11,16,112000.0,1000.0,0.9,3767311.0,420122536000.0,81536264880000.0,347705008.0,47.76,134,18624642000.0,-1829000000.0,-62978938500.0,46183296500.0,5.40843,31.0,0.032258064516129,110.67,60089.1,115360.0,-5.52,2997.21,-2.31,-0.08,579646.0,11101213.0,2208638226.0,0.75,1180.2,185.04,1034.22,1342.01,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,4.19,maintain,2.75,maintain
2021-11-17,2021,11,17,110500.0,-1500.0,-1.34,3062491.0,338946492000.0,80444261332500.0,348118187.0,47.82,85,-53510374000.0,-854708500.0,7520032500.0,46845050000.0,4.92813,45.0,-0.1111111111111111,110.76,60367.8,73930.0,0.46,2962.42,-34.79,-1.16,541490.0,10661680.0,2183852304.0,0.75,1179.6,185.07,1027.03,1335.07,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,3.76,maintain,1.84,maintain
2021-11-18,2021,11,18,110000.0,-500.0,-0.45,1928891.0,212341653500.0,80080260150000.0,348522132.0,47.87,144,-20151465500.0,-1423605500.0,-22241289500.0,43816360500.0,4.28372,56.0,-0.25,110.42,56955.3,100370.0,-5.65,2947.38,-15.04,-0.51,541653.0,10119317.0,2173103105.0,0.75,1183.6,185.37,1036.34,1339.54,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,-0.9,maintain,2.33,maintain
2021-11-19,2021,11,19,111500.0,1500.0,1.36,2324668.0,258662968500.0,81172263697500.0,348744459.0,47.9,120,11848388500.0,662542500.0,-68625241000.0,56114310000.0,3.75031,47.0,0.2765957446808511,111.09,58083.4,74440.0,1.98,2971.02,23.64,0.8,657094.0,11002169.0,2192237375.0,0.75,1180.5,185.07,1033.31,1342.52,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,-0.45,maintain,4.69,maintain
2021-11-22,2021,11,22,119500.0,8000.0,7.17,9786492.0,1166463215825.0,86996282617500.0,349258675.0,47.97,431,181629201500.0,-19167876000.0,-443767207000.0,281305881500.0,11.51649,104.0,0.4423076923076923,113.69,56308.8,76450.0,-4.1,3013.25,42.23,1.42,530959.0,12945533.0,2225325425.0,0.75,1183.5,185.33,1037.57,1335.28,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,buy,8.14,buy,7.66,buy
2021-11-23,2021,11,23,119000.0,-500.0,-0.42,4847270.0,578483844000.0,86632281435000.0,351603386.0,48.3,152,-25450939500.0,707467500.0,-36993676000.0,61737148000.0,6.16938,52.0,-0.0769230769230769,113.69,57573.2,72480.0,2.25,2997.33,-15.92,-0.53,524233.0,10830504.0,2213806548.0,0.75,1187.4,185.94,1033.92,1334.52,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,8.18,buy,6.25,buy
2021-11-24,2021,11,24,119500.0,500.0,0.42,4001111.0,479194804000.0,86996282617500.0,352064758.0,48.36,119,-25107850000.0,-263384500.0,-27835967000.0,53207201500.0,7.12425,40.0,0.075,113.41,57171.7,56680.0,-0.7,2994.29,-3.04,-0.1,556640.0,10963459.0,2210804289.0,0.75,1188.9,186.13,1032.79,1337.22,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,7.17,buy,8.14,buy
2021-11-25,2021,11,25,117500.0,-2000.0,-1.67,3339835.0,395199192000.0,85540277887500.0,352502897.0,48.42,107,-13381703000.0,-547538000.0,16772767000.0,-2843526000.0,5.10409,46.0,0.0652173913043478,114.37,58935.1,56790.0,3.08,2980.27,-14.02,-0.47,595970.0,9401091.0,2199950623.0,1.0,1188.5,186.07,1029.54,1331.3,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,-1.67,maintain,6.82,buy
2021-11-26,2021,11,26,115500.0,-2000.0,-1.7,4337936.0,502130486360.0,84084273157500.0,352481801.0,48.42,149,4593732000.0,-1216803500.0,-38190515000.0,34813586500.0,4.34199,44.0,-0.2045454545454545,113.51,53730.9,104030.0,-8.83,2936.44,-43.83,-1.47,595598.0,11901298.0,2167444597.0,1.0,1189.7,186.14,1031.79,1333.53,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,-2.94,maintain,3.59,maintain
2021-11-29,2021,11,29,116000.0,500.0,0.43,4412863.0,514357620020.0,84448274340000.0,352724129.0,48.45,77,107762189000.0,-20464660500.0,-81148928500.0,-6148600000.0,4.72199,38.0,0.0263157894736842,112.95,57794.8,58650.0,0.88,2909.32,-27.12,-0.92,844400.0,13092783.0,2148359053.0,1.0,1193.0,186.64,1049.53,1347.14,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,-2.93,maintain,-2.93,maintain
2021-11-30,2021,11,30,114000.0,-2000.0,-1.72,7449608.0,861327494786.0,82992269610000.0,352686499.0,48.45,102,40178795500.0,359137000.0,-26054345000.0,-14483587500.0,5.14459,44.0,-0.0227272727272727,109.85,56882.9,73660.0,-1.58,2839.01,-70.31,-2.42,983556.0,19852271.0,2095821072.0,1.0,1193.4,186.8,1049.56,1347.59,106.3,106.4,117.0,103.87,107.6,107.6,63.1,2.6,61.5,maintain,-2.98,maintain,-4.2,maintain
2021-12-01,2021,12,1,116500.0,2500.0,2.19,4214135.0,484482748500.0,84812275522500.0,352676621.0,48.44,107,34653488000.0,875566000.0,-33333122500.0,-2195931500.0,4.96978,46.0,0.2826086956521739,107.59,57210.3,66750.0,0.58,2899.72,60.71,2.14,563927.0,12534485.0,2143338152.0,1.0,1187.7,186.26,1049.16,1346.79,104.5,106.1,121.9,104.04,103.9,103.9,62.6,3.5,60.4,maintain,0.87,maintain,-2.51,maintain
2021-12-02,2021,12,2,120000.0,3500.0,3.0,6980518.0,831750593692.0,87360283800000.0,352707356.0,48.45,163,50983859500.0,-26454500.0,-158904782000.0,107947377000.0,5.90841,95.0,0.2421052631578947,108.26,56496.0,54940.0,-1.25,2945.27,45.55,1.57,534462.0,11918441.0,2176914270.0,1.0,1180.3,185.1,1045.81,1336.22,104.5,106.1,121.9,104.04,103.9,103.9,62.6,3.5,60.4,buy,3.45,maintain,2.13,maintain
2021-12-03,2021,12,3,118000.0,-2000.0,-1.67,4567843.0,537427299761.0,85904279070000.0,353549239.0,48.56,122,1289688000.0,954233000.0,37238799000.0,-39482720000.0,4.16756,59.0,0.1694915254237288,108.84,53631.5,89200.0,-5.07,2968.33,23.06,0.78,486749.0,10344373.0,2192835466.0,1.0,1177.3,184.83,1039.97,1330.41,104.5,106.1,121.9,104.04,103.9,103.9,62.6,3.5,60.4,maintain,3.51,maintain,2.16,maintain
2021-12-06,2021,12,6,118500.0,500.0,0.42,4318893.0,507851262000.0,86268280252500.0,353274692.0,48.53,63,23160890000.0,215972000.0,-29798013500.0,6421151500.0,4.00689,46.0,0.2826086956521739,106.54,50562.1,89680.0,2.34,2973.25,4.92,0.17,479908.0,9657402.0,2197379064.0,1.0,1178.6,184.95,1042.69,1332.29,104.5,106.1,121.9,104.04,103.9,103.9,62.6,3.5,60.4,maintain,1.72,maintain,2.16,maintain
2021-12-07,2021,12,7,121500.0,3000.0,2.53,5112025.0,617725173500.0,88452287347500.0,353561466.0,48.57,152,62929223000.0,-2398253500.0,-161259847000.0,100728877500.0,4.65932,39.0,0.3333333333333333,109.04,50595.2,56290.0,0.07,2991.72,18.47,0.62,541370.0,10215647.0,2211216991.0,1.0,1183.7,185.73,1043.23,1335.63,104.5,106.1,121.9,104.04,103.9,103.9,62.6,3.5,60.4,maintain,1.25,maintain,6.58,buy
2021-12-08,2021,12,8,120000.0,-1500.0,-1.23,6168137.0,752879680500.0,87360283800000.0,354398286.0,48.68,152,40470418500.0,2615863000.0,8515230000.0,-51601511500.0,4.79516,62.0,0.3064516129032258,112.79,50473.9,55590.0,-0.24,3001.8,10.08,0.34,488246.0,11115221.0,2218153437.0,1.0,1181.2,185.41,1040.48,1331.15,104.5,106.1,121.9,104.04,103.9,103.9,62.6,3.5,60.4,maintain,1.69,maintain,3.0,maintain
2021-12-09,2021,12,9,123500.0,3500.0,2.92,5631833.0,689409143200.0,89908292077500.0,354171600.0,48.65,65,47608405000.0,-1320027500.0,-147178727500.0,100890350000.0,4.14827,28.0,0.2857142857142857,112.5,47596.6,58690.0,-5.7,3029.57,27.77,0.93,513446.0,12614031.0,2238777012.0,1.0,1176.4,184.93,1034.43,1334.33,104.5,106.1,121.9,104.04,103.9,103.9,62.6,3.5,60.4,maintain,4.22,maintain,2.92,maintain
2021-12-10,2021,12,10,120500.0,-3000.0,-2.43,2512642.0,302355110093.0,87724284982500.0,355030959.0,48.77,96,-46689812500.0,1065351500.0,80374991500.0,-34750530500.0,3.57874,49.0,-0.0612244897959183,112.44,47137.2,68060.0,-0.97,3010.23,-19.34,-0.64,451599.0,8434891.0,2225643250.0,1.0,1173.8,185.12,1034.73,1325.81,104.5,106.1,121.9,104.04,103.9,103.9,62.6,3.5,60.4,maintain,-0.82,maintain,2.12,maintain
