날짜,year,month,day,종가,대비,등락률,거래량,거래대금,시가총액,외국인 보유수량,외국인 지분율,토론방,순매수_기관,순매수_기타법인,순매수_개인,순매수_외국인,검색어,보도량,기사감성점수,뉴스심리지수,비트코인종가,비트코인거래량,비트코인변동,코스피종가,코스피대비,코스피등락률,코스피거래량,코스피거래대금,코스피시가총액,한은금리,원/미국달러,원/위안,원/일본엔(100엔),원/유로,경제심리지수(원계열),경제심리지수(순환변동치),산업생산지수,물가상승률,소비자신뢰지수,소비자심리지수,경제활동참가율(%),실업률(%),고용률(%),year-month,5일 등락률,day5_label
2018-10-17,2018,10,17,43950.0,750.0,1.74,801326.0,35107751150.0,20841071848650.0,327496482.0,69.06,2.0,-3109328800.0,0.0,-981451450.0,4090780250.0,19.59684,33.0,0.1212121212121212,83.99,6686.6,136710.0,-0.28,2167.51,22.39,1.04,275160.0,5284969.0,1451605026.0,1.5,1128.1,162.99,1004.59,1305.89,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,2021-11,-4.77,maintain
2018-10-18,2018,10,18,43600.0,-350.0,-0.8,858071.0,37284238900.0,20675101993200.0,327589818.0,69.08,2.0,4330593350.0,130327500.0,1649301850.0,-6110222700.0,18.11628,26.0,0.3076923076923077,85.58,6574.1,134150.0,-1.68,2148.31,-19.2,-0.89,321763.0,4229127.0,1438938481.0,1.5,1125.0,162.55,998.89,1293.92,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,2021-11,-0.68,maintain
2018-10-19,2018,10,19,43250.0,-350.0,-0.8,731322.0,31686109700.0,20509132137750.0,327449216.0,69.05,2.0,5660004600.0,86443200.0,2038120050.0,-7784567850.0,18.48974,17.0,0.2352941176470588,87.11,6512.0,121440.0,-0.94,2156.26,7.95,0.37,351771.0,4875051.0,1444034123.0,1.5,1132.6,163.29,1009.4,1297.56,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,2021-11,0.0,maintain
2018-10-22,2018,10,22,45000.0,1750.0,4.05,823318.0,36712496650.0,21338981415000.0,327206597.0,69.0,7.0,3631980750.0,-169538250.0,-7662751200.0,4200308700.0,23.94687,34.0,0.2647058823529412,91.92,6555.8,101570.0,-0.41,2161.71,5.45,0.25,308740.0,3910411.0,1447338908.0,1.5,1134.3,163.41,1008.67,1305.86,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,2021-11,3.33,maintain
2018-10-23,2018,10,23,43800.0,-1200.0,-2.67,1432113.0,63512060008.0,20769941910600.0,327302553.0,69.02,6.0,1925799450.0,-366893850.0,2887688950.0,-4446594550.0,20.5159,31.0,0.2903225806451613,91.61,6528.7,108860.0,-0.41,2106.1,-55.61,-2.57,373468.0,6995702.0,1410671810.0,1.5,1130.9,163.22,1002.35,1296.63,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,2021-11,1.39,maintain
2018-10-24,2018,10,24,45150.0,1350.0,3.08,1163977.0,52353944150.0,21410111353050.0,327200033.0,69.0,4.0,19060521550.0,-102943950.0,-7759189150.0,-11198388450.0,20.23764,21.0,0.2857142857142857,92.75,6530.7,98740.0,0.03,2097.58,-8.52,-0.4,399734.0,6490107.0,1404498959.0,1.5,1135.8,163.51,1010.32,1302.93,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,2021-11,2.73,maintain
2018-10-25,2018,10,25,44050.0,-1100.0,-2.44,1584939.0,69603846370.0,20888491807350.0,326956850.0,68.95,3.0,16180776600.0,44723500.0,2735640450.0,-18961140550.0,25.6452,14.0,0.1428571428571428,91.64,6507.0,97430.0,-0.36,2063.3,-34.28,-1.63,376015.0,7607756.0,1381218885.0,1.5,1132.2,162.99,1009.95,1290.54,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,2021-11,1.03,maintain
2018-10-26,2018,10,26,43550.0,-500.0,-1.14,1268397.0,56103325350.0,20651392013850.0,327063042.0,68.97,2.0,4009791850.0,-99945500.0,-3314513950.0,-595332400.0,20.86884,23.0,0.2608695652173913,90.18,6510.0,97170.0,0.05,2027.15,-36.15,-1.75,449198.0,6688109.0,1357749078.0,1.5,1138.5,163.7,1013.13,1294.99,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,2021-11,0.69,maintain
2018-10-29,2018,10,29,44300.0,750.0,1.72,1954140.0,86975612374.0,21007041704100.0,327048305.0,68.97,1.0,12671631600.0,-163886450.0,-5078490000.0,-7429255150.0,24.38885,26.0,0.0384615384615384,86.9,6335.0,160520.0,-2.33,1996.05,-31.1,-1.53,427305.0,6359734.0,1337548193.0,1.5,1140.6,163.81,1019.21,1300.57,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,2021-11,-1.56,maintain
2018-10-30,2018,10,30,42350.0,-1950.0,-4.4,1547119.0,66056326050.0,20082352509450.0,326853544.0,68.93,5.0,5954251500.0,173951650.0,9795129700.0,-15923332850.0,21.46507,46.0,0.3260869565217391,85.38,6325.7,128210.0,-0.15,2014.69,18.64,0.93,441585.0,7022060.0,1350728242.0,1.5,1138.6,163.55,1013.26,1295.1,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,2021-11,-3.31,maintain
2018-10-31,2018,10,31,42550.0,200.0,0.47,1693520.0,71964814850.0,20177192426850.0,326480287.0,68.85,9.0,3064983300.0,-495551100.0,863278900.0,-3432711100.0,25.0453,39.0,0.0769230769230769,84.02,6365.9,129060.0,0.64,2029.69,15.0,0.74,373028.0,6347336.0,1361478010.0,1.5,1140.6,163.59,1008.89,1294.01,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,2021-11,-5.76,sell
2018-11-01,2018,11,1,42150.0,-400.0,-0.94,1040453.0,44341995500.0,19987512592050.0,326401689.0,68.83,4.0,2657987750.0,11913400.0,1844011800.0,-4513912950.0,21.85234,33.0,0.2424242424242424,84.75,6400.5,124160.0,0.54,2024.46,-5.23,-0.26,343814.0,5965853.0,1357721489.0,1.5,1139.2,163.4,1009.08,1289.4,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-11,-4.31,maintain
2018-11-02,2018,11,2,43000.0,850.0,2.02,843604.0,36100200050.0,20390582241000.0,326321741.0,68.82,1.0,-1658915100.0,8591500.0,478712100.0,1171611500.0,17.78832,27.0,0.2592592592592592,87.46,6424.7,135870.0,0.38,2096.0,71.54,3.53,371979.0,6798069.0,1405334524.0,1.5,1138.8,163.26,1010.96,1298.97,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-11,-1.26,maintain
2018-11-05,2018,11,5,42650.0,-350.0,-0.81,1092854.0,46213659600.0,20224612385550.0,326349287.0,68.82,1.0,-4808162950.0,5602950.0,4956995450.0,-154435450.0,25.0716,41.0,0.3170731707317073,93.51,6459.7,128510.0,-0.29,2076.92,-19.08,-0.91,361302.0,4917286.0,1392607296.0,1.5,1125.5,162.78,994.57,1282.79,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-11,-3.72,maintain
2018-11-06,2018,11,6,42700.0,50.0,0.12,917909.0,39303210700.0,20248322364900.0,326277660.0,68.81,5.0,2528986950.0,-36502550.0,-1961008950.0,-531475450.0,20.73182,30.0,-0.0666666666666666,96.21,6502.8,154870.0,0.67,2089.62,12.7,0.61,315816.0,5143563.0,1400793160.0,1.5,1122.7,162.64,991.57,1280.78,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-11,0.83,maintain
2018-11-07,2018,11,7,42700.0,0.0,0.0,828389.0,35476720800.0,20248322364900.0,326264724.0,68.8,3.0,-6405395600.0,36675300.0,-2025959400.0,8394679700.0,19.02113,40.0,0.125,96.34,6565.3,170760.0,0.96,2078.69,-10.93,-0.52,485225.0,6452004.0,1394112654.0,1.5,1122.5,162.32,989.38,1282.06,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-11,0.35,maintain
2018-11-08,2018,11,8,42850.0,150.0,0.35,1264489.0,54702465650.0,20319452302950.0,326453929.0,68.84,3.0,-3466735550.0,-73499700.0,-4760082950.0,8300318200.0,17.75912,25.0,-0.04,96.02,6474.0,159300.0,-1.39,2092.63,13.94,0.67,328035.0,5987515.0,1403264489.0,1.5,1120.9,161.86,987.36,1281.24,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-11,1.66,maintain
2018-11-09,2018,11,9,43350.0,500.0,1.17,962081.0,41687807800.0,20556552096450.0,326646944.0,68.88,0.0,-2539569800.0,-13013500.0,-2549911550.0,5102494850.0,18.65872,15.0,0.3333333333333333,95.53,6412.0,151600.0,-0.96,2086.09,-6.54,-0.31,298072.0,5260640.0,1399495753.0,1.5,1118.4,161.5,980.75,1271.06,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-11,0.81,maintain
2018-11-12,2018,11,12,43400.0,50.0,0.12,531698.0,23067131700.0,20580262075800.0,326764857.0,68.91,1.0,9131633900.0,10053350.0,-700019150.0,-8441668100.0,24.35755,22.0,0.2272727272727272,93.63,6435.0,130160.0,-0.17,2080.44,-5.65,-0.27,295529.0,5542962.0,1396015015.0,1.5,1125.7,162.15,988.54,1274.69,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-11,1.76,maintain
2018-11-13,2018,11,13,43400.0,0.0,0.0,815870.0,35395401670.0,20580262075800.0,326570267.0,68.87,2.0,6353102450.0,-522100.0,-2337821800.0,-4014758550.0,20.42306,36.0,0.2222222222222222,93.0,6429.2,137600.0,-0.09,2071.23,-9.21,-0.44,383421.0,5865351.0,1389821571.0,1.5,1132.0,162.79,994.68,1270.61,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-11,1.64,maintain
2018-11-14,2018,11,14,43100.0,-300.0,-0.69,1052947.0,45102519810.0,20438002199700.0,326395510.0,68.83,5.0,1942550650.0,110996750.0,3306609050.0,-5360156450.0,19.62156,50.0,0.24,93.08,5842.4,438210.0,-9.13,2068.05,-3.18,-0.15,339046.0,5561969.0,1387531773.0,1.5,1135.7,163.16,998.15,1284.59,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-11,0.94,maintain
2018-11-15,2018,11,15,42750.0,-350.0,-0.81,652193.0,27975316844.0,20272032344250.0,326234032.0,68.8,2.0,3302521550.0,-106353500.0,1239401400.0,-4435569450.0,20.62886,32.0,0.21875,91.4,5718.9,375860.0,-2.11,2088.06,20.01,0.97,351043.0,4828620.0,1400644704.0,1.5,1132.4,162.96,996.74,1281.37,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-11,-0.23,maintain
2018-11-16,2018,11,16,42750.0,0.0,0.0,591435.0,25251174850.0,20272032344250.0,326115382.0,68.77,4.0,937402150.0,-3131950.0,1016894400.0,-1951164600.0,18.64833,28.0,0.2142857142857142,90.69,5636.2,224120.0,-1.45,2092.4,4.34,0.21,301605.0,4837652.0,1403214070.0,1.5,1130.3,162.96,995.25,1279.78,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-10,-1.38,maintain
2018-11-19,2018,11,19,42400.0,-350.0,-0.82,718667.0,30601786475.0,20106062488800.0,326016381.0,68.75,3.0,5123800400.0,80678600.0,2274875600.0,-7479354600.0,22.47446,25.0,-0.08,90.65,4883.8,478260.0,-13.69,2100.56,8.16,0.39,273198.0,4703757.0,1407580891.0,1.5,1128.7,162.86,1001.02,1288.47,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-10,-2.3,maintain
2018-11-20,2018,11,20,42650.0,250.0,0.59,806569.0,34208466850.0,20224612385550.0,325783823.0,68.7,2.0,9466889150.0,37541750.0,-226477200.0,-9277953700.0,21.59473,32.0,0.375,92.82,4524.6,714080.0,-7.36,2082.58,-17.98,-0.86,281685.0,5043725.0,1394320913.0,1.5,1127.4,162.58,1002.31,1291.32,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-10,-1.73,maintain
2018-11-21,2018,11,21,42750.0,100.0,0.23,668208.0,28493672600.0,20272032344250.0,325476803.0,68.64,2.0,6369457700.0,-1114600.0,539865000.0,-6908208100.0,20.51958,38.0,0.3157894736842105,93.26,4638.7,412740.0,2.52,2076.55,-6.03,-0.29,267904.0,5151649.0,1389907927.0,1.5,1127.5,162.54,1000.4,1282.14,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-10,-0.81,maintain
2018-11-22,2018,11,22,42750.0,0.0,0.0,478900.0,20374800550.0,20272032344250.0,325236155.0,68.59,0.0,4736862200.0,-85456800.0,1651515800.0,-6302921200.0,18.58468,34.0,0.3823529411764705,95.54,4356.0,261850.0,-6.09,2069.95,-6.6,-0.32,242499.0,4152746.0,1385804544.0,1.5,1131.3,162.94,1000.49,1287.87,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-10,0.0,maintain
2018-11-23,2018,11,23,42600.0,-150.0,-0.35,428583.0,18218726150.0,20200902406200.0,325063137.0,68.55,3.0,-2129258100.0,1313100.0,1656528200.0,471416800.0,21.22442,12.0,0.4166666666666667,97.14,4398.0,348990.0,0.96,2057.48,-12.47,-0.6,227202.0,3774227.0,1377477157.0,1.5,1129.0,163.09,999.34,1287.34,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-10,-0.35,maintain
2018-11-26,2018,11,26,42550.0,-50.0,-0.12,1030954.0,43657973150.0,20177192426850.0,324997410.0,68.54,4.0,8044869750.0,531062250.0,5584486550.0,-14160418550.0,27.95106,34.0,0.088235294117647,95.21,3837.0,571040.0,-5.54,2083.02,25.54,1.24,237711.0,4482314.0,1394139024.0,1.5,1130.5,163.05,1001.11,1281.48,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-10,0.35,maintain
2018-11-27,2018,11,27,42400.0,-150.0,-0.35,1050013.0,44656315755.0,20106062488800.0,324595985.0,68.45,8.0,-2856463050.0,-130109900.0,6623872750.0,-3637299800.0,23.39996,21.0,0.0476190476190476,92.26,3866.5,457270.0,0.77,2099.42,16.4,0.79,239211.0,4554649.0,1405263074.0,1.5,1129.9,162.81,994.94,1280.12,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-10,-0.59,maintain
2018-11-28,2018,11,28,41500.0,-900.0,-2.12,1604009.0,66820056722.0,19679282860500.0,324459256.0,68.42,22.0,-6229198800.0,66471500.0,25046836700.0,-18884109400.0,20.70118,34.0,0.2058823529411764,92.36,4265.4,533040.0,10.32,2108.22,8.8,0.42,300076.0,4793983.0,1410935094.0,1.5,1129.7,162.66,993.06,1276.56,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-10,-2.92,maintain
2018-11-29,2018,11,29,42150.0,650.0,1.57,977682.0,41055977257.0,19987512592050.0,324046347.0,68.34,14.0,-3332606750.0,546488800.0,-4764309600.0,7550427550.0,19.17433,14.0,0.1428571428571428,92.93,4296.5,414460.0,0.73,2114.1,5.88,0.28,307230.0,5304159.0,1414953064.0,1.5,1128.9,162.46,993.79,1283.39,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-10,-1.4,maintain
2018-11-30,2018,11,30,41200.0,-950.0,-2.25,1471376.0,60964897350.0,19537022984400.0,324200540.0,68.37,18.0,-732317700.0,174721200.0,9242087650.0,-8684491150.0,22.68907,13.0,0.0,93.54,4039.7,444520.0,-5.98,2096.86,-17.24,-0.82,427355.0,7316751.0,1403482458.0,1.75,1121.8,161.73,988.98,1277.67,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,2021-10,-3.29,maintain
2018-12-03,2018,12,3,41650.0,450.0,1.09,1030918.0,43012395370.0,19750412798550.0,323980511.0,68.32,3.0,-5920495750.0,-3928700.0,-1135205300.0,7059629750.0,25.26004,22.0,0.2272727272727272,94.65,3897.8,355100.0,-6.31,2131.93,35.07,1.67,436588.0,5571246.0,1427528843.0,1.75,1120.3,161.49,984.4,1269.36,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-10,-2.12,maintain
2018-12-04,2018,12,4,42150.0,500.0,1.2,918239.0,38636766600.0,19987512592050.0,324149494.0,68.36,1.0,-7190824900.0,-83525100.0,-6522028800.0,13796378800.0,21.15499,29.0,0.5172413793103449,97.11,3958.5,326710.0,1.56,2114.35,-17.58,-0.82,507518.0,5539553.0,1414637237.0,1.75,1113.7,161.02,980.33,1264.72,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-10,-0.59,maintain
2018-12-05,2018,12,5,42250.0,100.0,0.24,915335.0,38550993350.0,20034932550750.0,324411257.0,68.41,3.0,2880576450.0,-212169400.0,-7079754700.0,4411347650.0,21.89455,38.0,0.2105263157894736,97.21,3771.6,341600.0,-4.72,2101.31,-13.04,-0.62,492716.0,4802793.0,1405505402.0,1.75,1109.8,161.89,984.65,1258.79,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-10,1.81,maintain
2018-12-06,2018,12,6,41850.0,-400.0,-0.95,773311.0,32373691650.0,19845252715950.0,324475511.0,68.43,5.0,6629999750.0,-1164105850.0,-999102050.0,-4466791850.0,18.94657,32.0,0.25,96.03,3508.6,467540.0,-6.97,2068.69,-32.62,-1.55,537410.0,5606457.0,1383505179.0,1.75,1113.6,162.28,984.4,1263.77,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-10,-0.71,maintain
2018-12-07,2018,12,7,41300.0,-550.0,-1.31,796832.0,33086114450.0,19584442943100.0,324278911.0,68.38,7.0,5050911600.0,620900.0,5252387300.0,-10303919800.0,17.44865,10.0,0.2,94.93,3422.2,639330.0,-2.46,2075.76,7.07,0.34,371591.0,4318800.0,1389034610.0,1.75,1117.8,162.47,991.97,1271.78,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-10,0.24,maintain
2018-12-10,2018,12,10,39950.0,-1350.0,-3.27,1503527.0,60109516000.0,18944273500650.0,323979088.0,68.32,17.0,9407553350.0,201061950.0,15441994450.0,-25050609750.0,26.69773,30.0,0.1333333333333333,98.04,3460.5,394490.0,-3.0,2053.79,-21.97,-1.06,344164.0,4697529.0,1373936929.0,1.75,1118.2,162.51,993.78,1274.92,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-10,-4.08,maintain
2018-12-11,2018,12,11,39700.0,-250.0,-0.63,1187430.0,47050902557.0,18825723603900.0,323235299.0,68.16,9.0,6488893550.0,-19038700.0,5853165650.0,-12323020500.0,22.17096,29.0,0.0344827586206896,95.22,3407.7,418530.0,-1.53,2052.97,-0.82,-0.04,273933.0,5020322.0,1373342570.0,1.75,1124.7,162.98,993.16,1277.04,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-10,-5.81,sell
2018-12-12,2018,12,12,39950.0,250.0,0.63,1819251.0,72494866690.0,18944273500650.0,322907308.0,68.1,15.0,13755260750.0,59724000.0,6262334450.0,-20077319200.0,19.86076,34.0,0.2647058823529412,94.54,3466.1,391170.0,1.72,2082.57,29.6,1.44,457127.0,5613049.0,1371559154.0,1.75,1129.4,163.49,995.99,1278.71,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-10,-5.44,sell
2018-12-13,2018,12,13,39950.0,0.0,0.0,2959817.0,118494932275.0,18944273500650.0,322335476.0,67.97,14.0,-1654230450.0,4010000.0,922524200.0,727696250.0,18.62269,36.0,0.0833333333333333,96.52,3315.3,435890.0,-4.35,2095.55,12.98,0.62,379819.0,7941966.0,1379759768.0,1.75,1127.6,163.78,995.98,1282.53,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-09,-4.54,maintain
2018-12-14,2018,12,14,40400.0,450.0,1.13,1249111.0,50450740747.0,19157663314800.0,322325895.0,67.97,3.0,4133307700.0,5540350.0,-3638789950.0,-500058100.0,18.79443,14.0,0.5714285714285714,97.49,3247.8,445560.0,-2.04,2069.38,-26.17,-1.25,448238.0,5784242.0,1362231208.0,1.75,1124.0,163.65,989.44,1276.7,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-09,-2.18,maintain
2018-12-17,2018,12,17,40550.0,150.0,0.37,1112082.0,45265133900.0,19228793252850.0,322229838.0,67.95,1.0,12976104350.0,40650000.0,-3584127100.0,-9432627250.0,25.69504,27.0,0.4074074074074074,94.39,3526.1,534780.0,8.57,2071.09,1.71,0.08,444522.0,4764477.0,1363331838.0,1.75,1129.2,164.05,996.34,1276.79,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-09,1.5,maintain
2018-12-18,2018,12,18,40900.0,350.0,0.86,1445248.0,59036019170.0,19394763108300.0,321931934.0,67.89,3.0,20498562100.0,8137500.0,4056600.0,-20510756200.0,20.98483,33.0,0.0606060606060606,95.86,3668.0,698530.0,4.02,2062.11,-8.98,-0.43,429530.0,5241610.0,1358110563.0,1.75,1131.6,163.99,1003.15,1284.25,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-09,3.02,maintain
2018-12-19,2018,12,19,40950.0,50.0,0.12,1037637.0,42455202319.0,19418473087650.0,321168027.0,67.73,1.0,10657411400.0,49180950.0,-1483371050.0,-9223221300.0,19.25363,26.0,0.3076923076923077,98.15,3687.1,792400.0,0.52,2078.84,16.73,0.81,418797.0,5124895.0,1368928571.0,1.75,1129.9,163.94,1004.94,1285.09,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-09,2.5,maintain
2018-12-20,2018,12,20,40850.0,-100.0,-0.24,797701.0,32573210638.0,19371053128950.0,320861933.0,67.66,8.0,5585407800.0,-16385000.0,-533750550.0,-5035272250.0,20.47789,29.0,0.3103448275862069,97.49,4076.0,958580.0,10.55,2060.12,-18.72,-0.9,421065.0,5483090.0,1356169266.0,1.75,1125.1,163.35,1001.11,1281.1,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-09,2.25,maintain
2018-12-21,2018,12,21,41400.0,550.0,1.35,1609143.0,66393497950.0,19631862901800.0,320785681.0,67.65,3.0,14386818450.0,-4340250.0,-3382676250.0,-10999801950.0,22.36216,43.0,0.0697674418604651,95.28,3850.9,748760.0,-5.52,2061.49,1.37,0.07,311389.0,5492538.0,1357352795.0,1.75,1128.9,163.44,1015.02,1293.1,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-09,2.48,maintain
2018-12-24,2018,12,24,41250.0,-150.0,-0.36,734984.0,30453048834.0,19560732963750.0,320349377.0,67.56,5.0,10345343450.0,-266620000.0,-66265550.0,-10012457900.0,25.53448,25.0,0.12,96.5,4026.1,716290.0,2.07,2055.01,-6.48,-0.31,285275.0,3843849.0,1352900456.0,1.75,1123.9,163.0,1011.84,1277.87,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-09,1.73,maintain
2018-12-26,2018,12,26,40300.0,-950.0,-2.3,1250714.0,50507963900.0,19110243356100.0,320183251.0,67.52,12.0,13085703550.0,1537672900.0,10156172100.0,-24779548550.0,28.45826,31.0,-0.032258064516129,92.16,3793.7,567110.0,0.83,2028.01,-27.0,-1.31,321499.0,5424078.0,1336757289.0,1.75,1125.2,162.82,1021.42,1284.25,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-09,-1.47,maintain
2018-12-27,2018,12,27,39050.0,-1250.0,-3.1,1178028.0,46063365500.0,18517493872350.0,318957584.0,67.26,13.0,-10692147650.0,1221222300.0,11914710950.0,-2443785600.0,24.91117,45.0,0.0444444444444444,90.3,3586.9,543440.0,-5.45,2028.44,0.43,0.02,398021.0,5351004.0,1335555862.0,1.75,1125.6,163.2,1012.23,1278.29,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-09,-4.64,maintain
2018-12-28,2018,12,28,39600.0,550.0,1.41,849588.0,33553303570.0,18778303645200.0,318896733.0,67.25,4.0,973106600.0,13790000.0,-583923350.0,-402973250.0,22.36861,36.0,-0.0277777777777777,91.68,3861.6,565240.0,7.66,2041.04,12.6,0.62,352678.0,4120696.0,1343971858.0,1.75,1121.3,162.6,1010.95,1281.81,94.3,95.3,103.9,98.988,97.0,97.6,62.2,3.4,60.1,2021-09,-3.06,maintain
2019-01-02,2019,1,2,39400.0,-200.0,-0.51,868545.0,34413670230.0,18683463727800.0,318886464.0,67.25,7.0,1615891400.0,7850000.0,54793750.0,-1678535150.0,27.42019,50.0,0.08,87.05,3873.8,554470.0,1.69,2010.0,-31.04,-1.52,326368.0,4295872.0,1323645397.0,1.75,1118.1,162.76,1019.47,1281.96,91.9,95.1,105.1,98.884,98.0,98.3,61.9,4.5,59.2,2021-09,-4.83,maintain
2019-01-03,2019,1,3,39100.0,-300.0,-0.76,885359.0,34751277000.0,18541203851700.0,318842742.0,67.24,5.0,5412184000.0,20105550.0,842174300.0,-6274463850.0,22.66054,36.0,0.0277777777777777,88.9,3780.1,450320.0,-2.42,1993.7,-16.3,-0.81,427976.0,5358519.0,1312758913.0,1.75,1119.0,163.02,1044.87,1270.51,91.9,95.1,105.1,98.884,98.0,98.3,61.9,4.5,59.2,2021-09,-5.21,sell
2019-01-04,2019,1,4,39000.0,-100.0,-0.26,827704.0,32368406350.0,18493783893000.0,318741774.0,67.22,7.0,4250395500.0,0.0,-1356969550.0,-2893425950.0,21.51727,28.0,0.2857142857142857,88.38,3802.7,488700.0,0.6,2010.25,16.55,0.83,408991.0,5490148.0,1323719373.0,1.75,1127.5,163.74,1046.36,1284.62,91.9,95.1,105.1,98.884,98.0,98.3,61.9,4.5,59.2,2021-09,-3.23,maintain
2019-01-07,2019,1,7,38750.0,-250.0,-0.64,743750.0,29000145600.0,18375233996250.0,319069053.0,67.29,4.0,7805480900.0,5380350.0,3451921850.0,-11262783100.0,26.53677,38.0,0.0526315789473684,89.73,3985.9,500880.0,-0.45,2037.1,26.85,1.34,440191.0,5301385.0,1342381871.0,1.75,1125.2,163.72,1038.34,1283.85,91.9,95.1,105.1,98.884,98.0,98.3,61.9,4.5,59.2,2021-09,-0.77,maintain
2019-01-08,2019,1,8,38500.0,-250.0,-0.65,750695.0,28998895000.0,18256684099500.0,318780681.0,67.23,9.0,6775353200.0,346950.0,2032113850.0,-8807814000.0,22.25683,44.0,0.1590909090909091,92.59,3971.0,514080.0,-0.37,2025.27,-11.83,-0.58,397831.0,4826642.0,1333996221.0,1.75,1118.0,163.21,1028.85,1283.3,91.9,95.1,105.1,98.884,98.0,98.3,61.9,4.5,59.2,2021-09,-2.78,maintain
2019-01-09,2019,1,9,39350.0,850.0,2.21,919102.0,36109029200.0,18659753748450.0,318557796.0,67.18,7.0,2599231950.0,-9492000.0,-4256763350.0,1667023400.0,21.04939,32.0,0.21875,92.2,3978.0,473420.0,0.17,2064.71,39.44,1.95,386248.0,5532689.0,1360852002.0,1.75,1121.7,163.55,1031.31,1284.18,91.9,95.1,105.1,98.884,98.0,98.3,61.9,4.5,59.2,2021-09,-0.13,maintain
2019-01-10,2019,1,10,38350.0,-1000.0,-2.54,1637707.0,63121036208.0,18185554161450.0,318600661.0,67.19,13.0,-6593085200.0,146499600.0,18061464550.0,-11614878950.0,24.82148,21.0,0.0952380952380952,91.07,3603.7,697310.0,-9.41,2063.28,-1.43,-0.07,382877.0,5434257.0,1359857820.0,1.75,1121.6,163.81,1036.89,1295.34,91.9,95.1,105.1,98.884,98.0,98.3,61.9,4.5,59.2,2021-09,-1.92,maintain
